GEO,FID,HLTHCNTYPE,HLTHCNNUM,BHCMIS,BPHCNUM,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,WEBSITE,OPHOURS,SETTINGID,SETTNGDESC,STATUSID,STATUSDESC,MEDICRENUM,NPINUM,LOCIDNUM,LOCTYPE,TYPEIDNUM,TYPEDESC,OPIDNUM,OPDESC,OPSCHEDNUM,OPSCHDDESC,OPCLNDRKEY,OPCLNDR,SITEADDED,ADMNAME,ADMSTREET,ADMCITY,ADMSTATE,ADMZIP,ORGTYPE,XCOORD,YCOORD,MX100K,MXBRDRCNTY,FIPS,COUNTYNAME,COUNTYEQIV,COUNTYDESC,HHSRGNCODE,HHSRGNNAME,STATEFIPS,STATENAME,FIPSCNGDST,CNGDISTNUM,CNGDSTNAME,CNGDSTCODE,USREPNAME,SENATOR1,SENATOR2,CREATEDATE,BHCMISID,GRANTNUM,PATIENTS,MALE,FEMALE,UNDER6,OVER64,INDIAN,CHINESE,FILIPINO,JAPANESE,KOREAN,VIETNAMESE,OTHERASIAN,ASIANHISP,ASIANNOHIS,TOTALASIAN,HAWAIIAN,PACISLAND,GUAMANIAN,SAMOAN,HAWPIHISP,HAWPINOHIS,TOTALHAWPI,BLACKHISP,BLACKNOHIS,TOTALBLACK,AIAKHISP,AIAKNOHISP,TOTALAIAK,WHITEHISP,WHITENOHIS,TOTALWHITE,MLTRCEHISP,MLTRCENOHI,TOTALMLTRC,NORCEHISP,NORCENOHIS,NORCENOETH,TOTALNORAC,TOTALHISP,TOTALNOHIS,TOTALNOETH,NONENGLISH,FPL100BLOW,FPL101_150,FPL151_200,FPLOVER200,FPLUNKNOWN,UNINSURED,MEDICAID,MEDICARE,PUBLICINS,PRIVATEINS,MIGSEASAG,HOMELESS,SCHOOLBASE,VETERAN,HIV,TUBERC,SEXTRANSMT,HEPB,HEPC,COVID,ASTHMA,CHRONLWRSP,ACUTERESP,ABNORMBRST,ABNORMCERV,DIABETES,HARTDISEAS,HYPERTENSN,DERMATITIS,DEHYDRATN,EXPOSURE,OBESITY,OTITIS,PERINATAL,NUTRDEFIC,ALCOHOL,SUBSTANCE,TOBACCO,DEPRESSN,ANXIETY,ATTNDEF,MENTLDSORD,FLUVAC,CONTRACPT,EYEEXAM,EMERGSRVCS,ORALEXAMS,ORALSURG,REHAB,FOODINSCUR,HOUSINSCUR,FINCLSTRAN,LACKTRANSP,MOUDOPIOID,LATITUDE,LONGITUDE
"{
  ""coordinates"": [
    -9.337672663999996e+01,
    3.173723759000006e+01
  ],
  ""type"": ""Point""
}",13503,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-036286,Marthaville Elementary SBHC,10800 Highway 120,Marthaville,LA,71450,504-575-3700,http://accesshealthla.org,35,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,02/07/2023,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-93.37672664,31.73723759,N,N,22069,Natchitoches Parish,Natchitoches,Parish,06,Region 6,22,Louisiana,2204,4,Louisiana District 04,LA-04,Mike Johnson,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,31.73723759,-93.37672664
"{
  ""coordinates"": [
    -9.393603698999998e+01,
    2.990412392000007e+01
  ],
  ""type"": ""Point""
}",7847,Federally Qualified Health Center (FQHC),H80CS00408,061730,BPS-H80-000555,"GULF COAST HEALTH CENTER, INC. - PORT ARTHUR",2548 Memorial Blvd,Port Arthur,TX,77640-2825,409-983-1161,www.gulfcoasthc.org,59,7,All Other Clinic Types,1,Active,451821,1912904897,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/01/1980,"GULF COAST HEALTH CENTER, INC",2548 Memorial Blvd,Port Arthur,TX,77640-2825,"Corporate Entity, Federal Tax Exempt",-93.93603699,29.90412392,N,N,48245,Jefferson County,Jefferson,County,06,Region 6,48,Texas,4814,14,Texas District 14,TX-14,"Randy K. Weber, Sr.",John Cornyn,Ted Cruz,08/21/2024,061730,H80CS00408,16361,6087,10274,564,1505,0,0,0,0,0,0,459,0,449,459,26,0,0,0,0,16,29,105,5038,5143,0,40,52,3386,5185,8571,57,44,101,1493,401,112,2006,5076,11173,112,3210,8006,1471,481,517,5886,8392,3692,1414,0,2862,0,0,323,39,18,0,119,0,59,143,503,619,109,238,76,3097,567,5672,319,24,0,1810,96,0,44,85,202,365,2092,1878,443,577,242,933,374,938,994,427,247,9,5,15,20,94,29.90412392,-93.93603699
"{
  ""coordinates"": [
    -8.806574595999994e+01,
    3.069940400000000e+01
  ],
  ""type"": ""Point""
}",5932,Federally Qualified Health Center (FQHC),H80CS00099,044710,BPS-H80-002617,FRANKLIN MEDICAL MALL,1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,251-432-4117,www.franklinprimary.org,44,7,All Other Clinic Types,1,Active,011845,0,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,09/01/2003,"FRANKLIN PRIMARY HEALTH CENTER, INC.",1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,"Corporate Entity, Federal Tax Exempt",-88.06574596,30.699404,N,N,01097,Mobile County,Mobile,County,04,Region 4,01,Alabama,0101,1,Alabama District 01,AL-01,Jerry L. Carl,Tommy Tuberville,Tommy Tuberville,08/21/2024,044710,H80CS00099,35393,15151,20242,2764,5470,26,0,0,0,0,0,62,0,97,100,0,0,0,0,0,0,0,69,21698,21767,0,87,94,1997,8131,10128,0,149,153,228,671,2243,3142,2312,30838,2243,2058,24054,1673,785,711,8170,15578,9011,4583,0,6218,285,1749,0,334,348,0,548,30,312,243,1369,1644,20,594,241,4997,1859,11110,626,54,29,19651,138,23,73,579,797,1698,2345,2783,352,1461,1979,952,2522,3952,156,1380,0,38,31,124,28,0,30.699404,-88.06574596
"{
  ""coordinates"": [
    -8.803139859999999e+01,
    3.126426397000006e+01
  ],
  ""type"": ""Point""
}",5926,Federally Qualified Health Center (FQHC),H80CS00098,044700,BPS-H80-005224,SOUTHWEST ALABAMA HEALTH SERVICE,7777 Highway 43,Mc Intosh,AL,36553-6621,251-944-2842,mostellarmedical.org,45,7,All Other Clinic Types,1,Active,011832,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/05/1985,"Bayou La Batre Area Health Development Board, Inc.",12701 Padgett Switch Rd,Irvington,AL,36544-4011,"Corporate Entity, Not Federal Tax Exempt",-88.0313986,31.26426397,N,N,01129,Washington County,Washington,County,04,Region 4,01,Alabama,0101,1,Alabama District 01,AL-01,Jerry L. Carl,Tommy Tuberville,Tommy Tuberville,08/21/2024,044700,H80CS00098,11052,4537,6515,1232,1330,0,0,0,0,0,0,681,0,687,695,0,0,0,0,0,0,0,0,2334,2346,0,592,607,76,6199,6275,97,367,464,421,70,164,655,632,10256,164,214,4511,957,438,677,4469,3007,4584,1184,0,2277,53,647,0,107,0,16,94,23,113,126,697,489,31,129,67,1330,600,3144,236,52,0,8579,566,69,749,133,1395,1503,1371,1375,544,935,1357,736,762,0,0,0,0,0,0,0,0,0,31.26426397,-88.0313986
"{
  ""coordinates"": [
    -8.876179387999996e+01,
    3.134951864000003e+01
  ],
  ""type"": ""Point""
}",3917,Federally Qualified Health Center (FQHC),H80CS00188,042430,BPS-H80-020864,SBHC - Sand Hill,39455 Highway 63 N,Richton,MS,39476-2604,601-989-3105, ,12,2,School,1,Active,251054,1306931431,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,07/12/2017,COASTAL FAMILY HEALTH CENTER,1046 Division St,Biloxi,MS,39530-2935,"Corporate Entity, Federal Tax Exempt",-88.76179388,31.34951864,N,N,28041,Greene County,Greene,County,04,Region 4,28,Mississippi,2804,4,Mississippi District 04,MS-04,Mike Ezell,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,042430,H80CS00188,36247,15100,21147,2421,4031,0,0,0,0,0,44,618,45,634,679,0,216,0,0,168,65,233,154,10034,10188,20,60,80,847,17649,18496,1624,782,2406,1202,330,2633,4165,4060,29554,2633,3561,9547,1600,549,382,24169,10438,10696,4748,0,10352,306,4005,5809,532,549,0,487,88,483,875,1099,1311,0,583,201,4542,1206,10833,604,54,0,17690,1245,56,163,442,887,2665,4203,3379,1484,2328,3246,1214,3387,844,2609,914,820,6553,2993,6484,297,0,31.34951864,-88.76179388
"{
  ""coordinates"": [
    -9.012868856999995e+01,
    2.988418526000006e+01
  ],
  ""type"": ""Point""
}",12954,Federally Qualified Health Center (FQHC),H80CS06716,0623760,BPS-H80-029888,LW Higgins High School SBHC,7201 Lapalco Blvd,Marrero,LA,70072-4523,504-762-8931,www.jchcc.org,40,2,School,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/01/2019,"JEFFERSON COMMUNITY HEALTH CARE CENTERS, INC",4028 Highway 90 W,Avondale,LA,70094-2622,"Corporate Entity, Federal Tax Exempt",-90.12868857,29.88418526,N,N,22051,Jefferson Parish,Jefferson,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,0623760,H80CS06716,8452,3361,5091,0,1118,0,0,0,0,0,0,175,0,173,176,0,25,0,0,16,0,25,87,4710,4797,0,32,39,386,1585,1971,0,0,0,430,221,788,1439,933,6731,788,669,5140,474,153,167,2518,912,5216,1063,0,1261,0,17,298,36,0,0,92,208,211,93,318,132,0,108,60,1499,210,2621,125,0,0,3014,0,0,0,50,72,755,586,1160,168,459,726,255,0,367,2696,62,136,0,0,0,0,0,29.88418526,-90.12868857
"{
  ""coordinates"": [
    -9.022264123999996e+01,
    3.231407187000007e+01
  ],
  ""type"": ""Point""
}",3376,Federally Qualified Health Center (FQHC),H80CS00084,040750,BPS-H80-015713,Pecan Park Elementary School-Based Clinic,415 Claiborne Ave,Jackson,MS,39209-5321,601-364-5142,www.jhchc.org,20,2,School,1,Active,To be obtained,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/11/2015,CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION INC,3502 W Northside Dr,Jackson,MS,39213-4454,"Corporate Entity, Federal Tax Exempt",-90.22264124,32.31407187,N,N,28049,Hinds County,Hinds,County,04,Region 4,28,Mississippi,2802,2,Mississippi District 02,MS-02,Bennie G. Thompson,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040750,H80CS00084,50003,17448,32555,3399,6228,0,0,0,0,0,0,201,31,189,220,0,18,0,0,0,17,27,218,42542,42760,705,87,792,78,2741,2819,53,172,225,1863,650,647,3160,2958,46398,647,2740,31439,4766,1820,2480,9498,13837,18168,9839,0,8159,136,4955,5088,310,138,0,1616,20,67,525,1642,785,0,560,613,5671,1267,12760,1116,53,0,23581,650,55,251,391,505,3014,1704,1956,181,1529,3702,3478,915,2897,2882,1207,362,3215,8739,951,3246,0,32.31407187,-90.22264124
"{
  ""coordinates"": [
    -9.009702600999996e+01,
    3.049236462000005e+01
  ],
  ""type"": ""Point""
}",16297,Federally Qualified Health Center (FQHC),H80CS28964,06E01206,BPS-H80-022289,Start Community Health Center - Covington,1505 N Florida St,Covington,LA,70433-1544,985-900-1626, ,41,7,All Other Clinic Types,1,Active,191005,1902309370,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/24/2018,START CORP,420 Magnolia St,Houma,LA,70360-6304,"Corporate Entity, Federal Tax Exempt",-90.09702601,30.49236462,N,N,22103,St. Tammany Parish,St. Tammany,Parish,06,Region 6,22,Louisiana,2201,1,Louisiana District 01,LA-01,Steve Scalise,Bill Cassidy,John Kennedy,08/21/2024,06E01206,H80CS28964,23501,10785,12716,126,2280,0,0,0,0,0,0,86,0,85,89,0,0,0,0,0,0,0,109,9168,9277,29,593,622,382,10890,11272,262,122,384,79,226,1542,1847,870,21089,1542,220,13958,2208,1289,1812,4234,2429,15759,1376,0,3937,58,11990,0,207,35,0,117,18,222,143,411,367,0,98,0,1066,361,2641,168,19,0,4794,0,0,27,469,1445,1507,6594,5506,2307,3130,372,131,0,69,562,259,56,749,2810,4935,934,369,30.49236462,-90.09702601
"{
  ""coordinates"": [
    -9.243194310999996e+01,
    3.126649838000004e+01
  ],
  ""type"": ""Point""
}",14199,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-032655,Phoenix Magnet Elementary School Based Health Center,4500 Lincoln Rd,Alexandria,LA,71302-3617,318-648-0375,www.winnchc.org,40,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/23/2021,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.43194311,31.26649838,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.26649838,-92.43194311
"{
  ""coordinates"": [
    -9.264259336999997e+01,
    3.192491133000004e+01
  ],
  ""type"": ""Point""
}",14236,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-012690,Winn Community Dental Center,425 W Lafayette St,Winnfield,LA,71483-3463,318-648-0375,www.winnchc.org,40,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,06/25/2013,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.64259337,31.92491133,N,N,22127,Winn Parish,Winn,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.92491133,-92.64259337
"{
  ""coordinates"": [
    -8.864083805999996e+01,
    3.167762361000007e+01
  ],
  ""type"": ""Point""
}",3173,Federally Qualified Health Center (FQHC),H80CS00538,040570,BPS-H80-015712,"Family Health Center, Inc.",713 Lomax Ave,Waynesboro,MS,39367-2556,601-425-3033 x601,www.lfhc.net,40,7,All Other Clinic Types,1,Active,251835,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/11/2015,FAMILY HEALTH CENTER,117 S 11th Ave,Laurel,MS,39440-4312,"Corporate Entity, Federal Tax Exempt",-88.64083806,31.67762361,N,N,28153,Wayne County,Wayne,County,04,Region 4,28,Mississippi,2804,4,Mississippi District 04,MS-04,Mike Ezell,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040570,H80CS00538,16925,6939,9986,3358,1198,34,0,0,0,0,0,0,0,31,34,0,0,0,0,0,0,0,0,11165,11178,0,19,24,1625,3889,5514,0,35,37,73,45,0,126,1726,15191,0,1186,14353,304,83,76,2109,5078,6093,2539,0,3215,0,271,0,0,71,0,239,0,21,136,595,144,0,57,88,1106,286,2539,59,0,0,3978,284,88,86,31,0,406,541,220,302,322,1609,609,0,687,220,216,49,21,63,72,116,0,31.67762361,-88.64083806
"{
  ""coordinates"": [
    -9.264267001999997e+01,
    3.192499532000005e+01
  ],
  ""type"": ""Point""
}",14239,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-033584,Winn Community Administrative Office,426 W Lafayette St,Winnfield,LA,71483-3432,318-648-0375,www.winnchc.org,0,7,All Other Clinic Types,1,Active, ,0,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,10/27/2021,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.64267002,31.92499532,N,N,22127,Winn Parish,Winn,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.92499532,-92.64267002
"{
  ""coordinates"": [
    -9.039389454999997e+01,
    3.286515620000007e+01
  ],
  ""type"": ""Point""
}",3422,Federally Qualified Health Center (FQHC),H80CS00484,040760,BPS-H80-000101,G.A. CARMICHAEL FAMILY HLTH CTR,1547 Jerry Clower Blvd,Yazoo City,MS,39194-2718,601-746-6532,www.gacfhc.org,40,7,All Other Clinic Types,1,Active,251809,1508922675,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/08/1974,"G.A. CARMICHAEL FAMILY HEALTH CENTER, INC",232 W Peace St,Canton,MS,39046-4326,"Corporate Entity, Federal Tax Exempt",-90.39389455,32.8651562,N,N,28163,Yazoo County,Yazoo,County,04,Region 4,28,Mississippi,2802,2,Mississippi District 02,MS-02,Bennie G. Thompson,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040760,H80CS00484,11066,4311,6755,505,2028,0,0,0,0,0,0,41,0,38,41,0,0,0,0,0,0,0,179,9676,9855,0,0,0,0,362,367,17,83,100,597,86,17,700,801,10248,17,458,9787,141,37,45,1056,3369,3179,1999,0,2512,59,304,1641,82,337,0,146,0,0,252,268,122,0,102,42,1697,263,3115,138,0,0,6167,0,0,24,41,32,326,270,408,38,280,664,444,0,1151,535,444,283,3052,706,3052,911,0,32.8651562,-90.39389455
"{
  ""coordinates"": [
    -9.079871083999996e+01,
    3.502917219000005e+01
  ],
  ""type"": ""Point""
}",7738,Federally Qualified Health Center (FQHC),H80CS00123,060140,BPS-H80-036757,Forrest City School District Health and Wellness,801 Deadrick Rd,Forrest City,AR,72335-1832,870-633-2141, ,40,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,05/24/2023,"EAST ARKANSAS FAMILY HEALTH CENTER, INC.",900 N 7th St,West Memphis,AR,72301,"Corporate Entity, Federal Tax Exempt",-90.79871084,35.02917219,N,N,05123,St. Francis County,St. Francis,County,06,Region 6,05,Arkansas,0501,1,Arkansas District 01,AR-01,Eric A. “Rick” Crawford,John Boozman,Tom Cotton,08/21/2024,060140,H80CS00123,20366,8080,12286,594,4410,0,0,0,0,0,0,77,0,82,86,0,113,0,0,89,30,119,81,13371,13452,39,0,48,130,5818,5948,20,101,121,387,187,18,592,750,19598,18,304,12668,3214,1506,2390,588,4099,6626,5212,0,4429,140,0,980,334,238,0,195,0,85,375,741,1135,0,284,40,3197,1546,7613,678,23,0,6436,116,0,148,320,434,1705,2476,2098,226,1465,0,688,1423,2089,2442,1969,552,201,483,375,444,0,35.02917219,-90.79871084
"{
  ""coordinates"": [
    -9.004090506999995e+01,
    2.994253759000003e+01
  ],
  ""type"": ""Point""
}",16168,Federally Qualified Health Center (FQHC),H80CS24198,06E00523,BPS-H80-036069,L.B. Landry High School,1200 L B Landry Ave,New Orleans,LA,70114-2657,508-302-7170, ,42.5,2,School,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,12/20/2022,MARILLAC COMMUNITY HEALTH CENTERS,3201 S Carrollton Ave,New Orleans,LA,70118-4307,"Corporate Entity, Federal Tax Exempt",-90.04090507,29.94253759,N,N,22071,Orleans Parish,Orleans,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E00523,H80CS24198,44602,18392,26210,4274,4577,32,0,0,0,0,24,198,18,251,269,21,210,0,0,156,76,232,964,27658,28622,470,45,515,8065,5006,13071,0,22,23,386,392,1092,1870,10060,33450,1092,9011,10643,494,140,579,32746,7176,28411,3896,0,5119,1558,360,1689,104,225,76,530,38,226,506,2832,1105,0,679,297,5270,1152,11726,1982,99,0,23748,929,153,400,420,1069,3731,5505,4012,1259,3665,5659,211,0,1470,3294,1293,1495,360,62,6,76,114,29.94253759,-90.04090507
"{
  ""coordinates"": [
    -9.207329638999994e+01,
    3.056605308000006e+01
  ],
  ""type"": ""Point""
}",7097,Federally Qualified Health Center (FQHC),H80CS00579,062900,BPS-H80-013455,Southwest Louisiana Primary Health Care Center Mobile Unit,8762 Highway 182,Opelousas,LA,70570-5603,337-942-2005, ,24,7,All Other Clinic Types,1,Active, ,0,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,12/02/2013,"SOUTHWEST LA PRIMARY HEALTH CARE CENTER, INC",8762 Highway 182,Opelousas,LA,70570-5603,"Corporate Entity, Not Federal Tax Exempt",-92.07329639,30.56605308,N,N,22097,St. Landry Parish,St. Landry,Parish,06,Region 6,22,Louisiana,2204,4,Louisiana District 04,LA-04,Mike Johnson,Bill Cassidy,John Kennedy,08/21/2024,062900,H80CS00579,6898,2952,3946,1064,636,0,0,0,0,0,0,18,0,17,21,0,0,0,0,0,0,0,236,4526,4762,21,0,28,65,1124,1189,0,23,26,51,134,679,864,387,5832,679,292,4190,522,186,152,1848,672,3730,405,0,2091,19,419,0,0,0,0,38,0,0,32,170,111,0,40,0,490,125,1290,127,0,0,737,340,23,112,20,162,339,439,503,310,581,181,65,0,92,1247,420,122,0,0,0,0,140,30.56605308,-92.07329639
"{
  ""coordinates"": [
    -8.940046469999997e+01,
    3.040820977000004e+01
  ],
  ""type"": ""Point""
}",3854,Federally Qualified Health Center (FQHC),H80CS00188,042430,BPS-H80-037413,SBHC - East Hancock Elementary,4221 Kiln Delisle Rd,Kiln,MS,39556-6695,228-374-2494,www.coastalfamilyhealth.org,8,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/01/2023,COASTAL FAMILY HEALTH CENTER,1046 Division St,Biloxi,MS,39530-2935,"Corporate Entity, Federal Tax Exempt",-89.4004647,30.40820977,N,N,28045,Hancock County,Hancock,County,04,Region 4,28,Mississippi,2804,4,Mississippi District 04,MS-04,Mike Ezell,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,042430,H80CS00188,36247,15100,21147,2421,4031,0,0,0,0,0,44,618,45,634,679,0,216,0,0,168,65,233,154,10034,10188,20,60,80,847,17649,18496,1624,782,2406,1202,330,2633,4165,4060,29554,2633,3561,9547,1600,549,382,24169,10438,10696,4748,0,10352,306,4005,5809,532,549,0,487,88,483,875,1099,1311,0,583,201,4542,1206,10833,604,54,0,17690,1245,56,163,442,887,2665,4203,3379,1484,2328,3246,1214,3387,844,2609,914,820,6553,2993,6484,297,0,30.40820977,-89.4004647
"{
  ""coordinates"": [
    -9.117679291999997e+01,
    3.043201928000008e+01
  ],
  ""type"": ""Point""
}",16257,Federally Qualified Health Center (FQHC),H80CS28962,06E01178,BPS-H80-034126,OHCC Baranco-Clark,1735 Thomas H Delpit Dr,Baton Rouge,LA,70802-6633,225-655-6422, ,40,7,All Other Clinic Types,1,Active,191095,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/24/2022,"HIV/AIDS ALLIANCE FOR REGION TWO (HAART), INC.",3949 North Blvd,Baton Rouge,LA,70806-3827,"Corporate Entity, Federal Tax Exempt",-91.17679292,30.43201928,N,N,22033,East Baton Rouge Parish,East Baton Rouge,Parish,06,Region 6,22,Louisiana,2202,2,Louisiana District 02,LA-02,Troy A. Carter,Bill Cassidy,John Kennedy,08/21/2024,06E01178,H80CS28962,15248,6792,8456,1016,605,0,0,0,0,0,0,109,0,108,111,0,0,0,0,0,0,0,73,8370,8443,0,16,24,848,2276,3124,0,0,17,3162,285,70,3517,4103,11075,70,3787,8601,2147,904,1628,1968,4399,7558,890,0,2393,0,45,0,24,1040,0,825,50,256,107,371,209,0,289,132,1012,270,2664,161,35,0,7125,229,23,79,215,418,752,1375,2219,471,1229,2108,3173,0,252,1092,331,575,316,194,0,634,0,30.43201928,-91.17679292
"{
  ""coordinates"": [
    -9.155384436999996e+01,
    3.055678806000003e+01
  ],
  ""type"": ""Point""
}",13008,Federally Qualified Health Center (FQHC),H80CS00855,0610680,BPS-H80-013562,Livonia School Based Health Center- Suite A,8387 Newfield Dr,Livonia,LA,70755-3605,225-412-0404,arborfamilyhealth.org,40,7,All Other Clinic Types,1,Active,191919,1578986006,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/27/2014,INNIS COMMUNITY HEALTH CENTER INC,6450 LA Highway 1,Batchelor,LA,70715-3212,"Corporate Entity, Federal Tax Exempt",-91.55384437,30.55678806,N,N,22077,Pointe Coupee Parish,Pointe Coupee,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,0610680,H80CS00855,10113,4491,5622,493,1655,0,0,0,0,0,0,50,28,22,50,0,25,0,0,26,0,33,0,4602,4617,0,27,34,214,4655,4869,0,77,81,301,80,48,429,595,9470,48,426,3275,353,136,466,5883,587,5178,1774,0,2571,224,0,2185,235,0,0,42,0,27,443,208,401,0,53,21,1273,447,2027,209,16,0,4669,247,0,0,94,175,1603,1244,1672,683,1148,1255,211,0,1258,2117,409,109,216,130,497,127,53,30.55678806,-91.55384437
